('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         954620 function calls (927560 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
      125    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 message.py:487(items)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
       19    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        8    0.000    0.000    0.001    0.000 client.py:1084(_send_output)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
       78    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       10    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.006    0.006 _typing.py:1(<module>)
       57    0.000    0.000    0.000    0.000 threading.py:398(notify)
        8    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 socket.py:782(close)
        2    0.000    0.000    0.001    0.000 _strptime.py:413(_strptime)
       17    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.006    0.006 hashlib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        7    0.000    0.000    0.001    0.000 connection.py:384(putrequest)
        7    0.000    0.000    0.001    0.000 poolmanager.py:346(connection_from_pool_key)
     32/5    0.000    0.000    0.000    0.000 webdriver.py:388(_unwrap_value)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
        2    0.000    0.000    0.046    0.023 api.py:1(<module>)
      178    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       43    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        5    0.000    0.000    2.470    0.494 _request_methods.py:69(request)
       18    0.000    0.000    0.000    0.000 subprocess.py:1989(_internal_poll)
       60    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
       60    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       11    0.000    0.000    0.005    0.000 response.py:832(_fp_read)
        1    0.000    0.000    0.010    0.010 css_match.py:1(<module>)
        1    0.000    0.000    0.004    0.004 remote_connection.py:141(RemoteConnection)
        1    0.000    0.000    0.034    0.034 firefox_profile.py:43(FirefoxProfile)
        2    0.000    0.000    0.005    0.002 version.py:1(<module>)
       16    0.000    0.000    0.018    0.001 css_parser.py:1149(process_selectors)
        3    0.000    0.000    0.021    0.007 element.py:1079(_find_all)
       35    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       12    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        3    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.023    0.023 cd.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       16    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       14    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
       90    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        3    0.000    0.000    0.001    0.000 poolmanager.py:245(_new_pool)
       18    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        3    0.000    0.000    0.000    0.000 service.py:25(Service)
       14    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.383    0.192 api.py:14(request)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       66    0.000    0.000    0.000    0.000 _strptime.py:32(_findall)
        1    0.000    0.000    0.000    0.000 remote_connection.py:24(__init__)
       35    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        2    0.000    0.000    0.136    0.068 ssl.py:449(wrap_socket)
        4    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
        7    0.000    0.000    0.001    0.000 connectionpool.py:256(_get_conn)
        5    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
      161    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        2    0.000    0.000    0.001    0.000 adapters.py:359(build_response)
        1    0.000    0.000    0.000    0.000 main.py:276(find_dotenv)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       95    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.101    0.101 formatter.py:1(<module>)
        3    0.000    0.000    2.300    0.767 _request_methods.py:184(request_encode_body)
        4    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        7    0.000    0.000    0.001    0.000 poolmanager.py:292(connection_from_host)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       25    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        3    0.000    0.000    0.001    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.002    0.002 _http.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.002    0.002 _strptime.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       57    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
       12    0.000    0.000    0.000    0.000 socket.py:501(close)
        1    0.000    0.000    0.000    0.000 remote_connection.py:306(__init__)
       41    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        7    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.013    0.013 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.006    0.006 _handshake.py:1(<module>)
        3    0.000    0.000    0.000    0.000 connection.py:369(close)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.001    0.001 service.py:158(_terminate_process)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        2    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.007    0.003 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:417(BaseEventLoop)
       86    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        6    0.000    0.000    0.000    0.000 functools.py:878(register)
        1    0.000    0.000    0.000    0.000 tarfile.py:852(TarInfo)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.002    0.002 uuid.py:1(<module>)
       43    0.000    0.000    0.000    0.000 socket.py:744(readable)
       20    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       55    0.000    0.000    0.000    0.000 client.py:1066(_output)
       94    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.009    0.009 events.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 driver_finder.py:52(_binary_paths)
       10    0.000    0.000    0.000    0.000 threading.py:281(__init__)
       60    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       10    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.001    0.001 _strptime.py:276(__init__)
       14    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        5    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        8    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        8    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        3    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        4    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        4    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.059    0.059 request.py:1278(do_open)
        2    0.000    0.000    0.001    0.000 models.py:351(prepare)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2383(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       16    0.000    0.000    0.038    0.002 css_parser.py:306(__init__)
       18    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x109064d60}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.007    0.004 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 client_config.py:117(get_proxy_url)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _strptime.py:324(__seqToRE)
        1    0.000    0.000    0.060    0.060 request.py:470(open)
        1    0.000    0.000    0.001    0.001 _socket.py:1(<module>)
       59    0.000    0.000    0.000    0.000 queue.py:306(_qsize)
        1    0.000    0.000    0.002    0.002 _abnf.py:1(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       15    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        5    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
       11    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
        1    0.000    0.000    0.000    0.000 relative_locator.py:80(RelativeBy)
      141    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.017    0.017 _request_methods.py:1(<module>)
        2    0.000    0.000    0.001    0.000 timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 service.py:51(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
       57    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       10    0.000    0.000    0.000    0.000 client.py:430(close)
        3    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       24    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 _strptime.py:94(__calc_weekday)
        1    0.000    0.000    0.004    0.004 _local.py:1(<module>)
        1    0.000    0.000    0.004    0.004 base64.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
       14    0.000    0.000    0.001    0.000 typing.py:1719(__getitem__)
       68    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 browsing_context.py:402(BrowsingContext)
        1    0.000    0.000    0.009    0.009 _app.py:1(<module>)
        2    0.000    0.000    0.383    0.192 api.py:62(get)
        1    0.000    0.000    0.004    0.004 script.py:1(<module>)
        7    0.000    0.000    0.000    0.000 client.py:949(_wrap_ipv6)
        1    0.000    0.000    0.001    0.001 _app.py:159(WebSocketApp)
        3    0.000    0.000    0.002    0.001 service.py:123(is_connectable)
        2    0.000    0.000    0.077    0.039 chrome.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        3    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1091240e0}
       22    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        2    0.000    0.000    0.253    0.126 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       12    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.383    0.192 http.py:30(get)
        3    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        8    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    4.112    4.112 financial.py:1(<module>)
        1    0.000    0.000    0.040    0.040 firefox_profile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.040    0.040 css_parser.py:428(CSSParser)
       29    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.005    0.005 action_builder.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
       18    0.000    0.000    0.006    0.000 models.py:816(generate)
       61    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        6    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        2    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:176(to_capabilities)
        1    0.000    0.000    0.000    0.000 client_config.py:47(ClientConfig)
        7    0.000    0.000    0.001    0.000 url.py:349(_encode_target)
        9    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       49    0.000    0.000    0.000    0.000 _strptime.py:339(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:3287(format)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        8    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        3    0.000    0.000    0.000    0.000 _local.py:289(drive)
       20    0.000    0.000    0.001    0.000 __init__.py:183(sub)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        8    0.000    0.000    0.002    0.000 feedparser.py:173(feed)
       15    0.000    0.000    0.000    0.000 _collections.py:431(iteritems)
       12    0.000    0.000    0.000    0.000 response.py:1121(closed)
        3    0.000    0.000    0.000    0.000 _collections.py:421(_copy_from)
       18    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        7    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
      9/5    0.000    0.000    0.000    0.000 remote_connection.py:473(_trim_large_entries)
       26    0.000    0.000    0.000    0.000 calendar.py:104(__getitem__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        2    0.000    0.000    0.000    0.000 _parser.py:997(parse_template)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 _strptime.py:102(__calc_month)
        1    0.000    0.000    0.000    0.000 _core.py:39(WebSocket)
        1    0.000    0.000    0.000    0.000 remote_connection.py:281(_get_connection_manager)
       15    0.000    0.000    0.000    0.000 <frozen posixpath>:376(abspath)
        1    0.000    0.000    3.554    3.554 financial.py:62(main)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        5    0.000    0.000    0.003    0.001 dataclasses.py:1294(wrap)
        4    0.000    0.000    0.000    0.000 uuid.py:142(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 _abnf.py:106(ABNF)
        5    0.000    0.000    0.000    0.000 poolmanager.py:283(clear)
      126    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:37(Options)
       45    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        9    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
        1    0.000    0.000    0.000    0.000 _url.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        4    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.006    0.006 _htmlparser.py:1(<module>)
        5    0.000    0.000    0.000    0.000 remote_connection.py:240(get_remote_connection_headers)
        5    0.000    0.000    0.000    0.000 client_config.py:142(get_auth_header)
       45    0.000    0.000    0.000    0.000 client.py:453(isclosed)
       29    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
       50    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        2    0.000    0.000    0.075    0.037 service.py:141(stop)
       34    0.000    0.000    0.000    0.000 shutil.py:1488(_access_check)
        8    0.000    0.000    0.000    0.000 client.py:442(flush)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:221(AbstractEventLoop)
        2    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
       10    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
        1    0.000    0.000    0.029    0.029 _base_connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
       13    0.000    0.000    0.000    0.000 inspect.py:1434(formatannotation)
        5    0.000    0.000    0.010    0.002 utils.py:26(load_json)
        3    0.000    0.000    0.021    0.007 element.py:2723(find_all)
       17    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.012    0.012 client.py:806(_create_https_context)
        2    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        2    0.000    0.000    0.136    0.068 ssl_.py:410(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       54    0.000    0.000    0.000    0.000 client_config.py:40(__get__)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       22    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        7    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        2    0.000    0.000    0.001    0.000 _strptime.py:671(_strptime_datetime)
        1    0.000    0.000    0.002    0.002 key_actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:85(Options)
        1    0.000    0.000    0.127    0.127 webdriver.py:216(quit)
       16    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
       28    0.000    0.000    0.000    0.000 queue.py:312(_get)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        4    0.000    0.000    0.000    0.000 client.py:1015(close)
        2    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        2    0.000    0.000    0.000    0.000 service.py:77(service_url)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.007    0.007 action_chains.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
       14    0.000    0.000    0.000    0.000 main.py:258(_walk_to_root)
        1    0.000    0.000    0.000    0.000 firefox_binary.py:1(<module>)
       15    0.000    0.000    0.002    0.000 parser.py:7(make_regex)
       12    0.000    0.000    0.000    0.000 element.py:1881(_all_strings)
        1    0.000    0.000    0.001    0.001 client.py:1340(_send_request)
        1    0.000    0.000    0.000    0.000 command.py:19(Command)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.014    0.014 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       45    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       11    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        8    0.000    0.000    0.001    0.000 client.py:1322(endheaders)
       14    0.000    0.000    0.000    0.000 calendar.py:123(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
        1    0.000    0.000    0.201    0.201 driver_cache.py:140(__get_metadata_key)
        2    0.000    0.000    0.001    0.000 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.073    0.073 request.py:138(urlopen)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 script.py:235(Script)
        1    0.000    0.000    0.001    0.001 driver_cache.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
       16    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        7    0.000    0.000    0.000    0.000 response.py:270(__init__)
        4    0.000    0.000    0.006    0.001 models.py:890(content)
        1    0.000    0.000    0.000    0.000 connectionpool.py:236(_new_conn)
        8    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        1    0.000    0.000    0.001    0.001 _strptime.py:63(__init__)
        6    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.007    0.003 request.py:2660(proxy_bypass_macosx_sysconf)
        9    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        8    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 parse.py:1099(_splittype)
        1    0.000    0.000    0.000    0.000 _logging.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 main.py:34(DotEnv)
        1    0.000    0.000    0.000    0.000 utils.py:29(free_port)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
       25    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 options.py:151(BaseOptions)
       30    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 platform.py:968(uname)
        1    0.000    0.000    0.001    0.001 webelement.py:1(<module>)
       16    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:875(quote)
        1    0.000    0.000    0.003    0.003 version.py:161(Version)
        5    0.000    0.000    0.000    0.000 string.py:104(substitute)
        1    0.000    0.000    0.004    0.004 queue.py:1(<module>)
        6    0.000    0.000    0.000    0.000 virtual_authenticator.py:195(required_chromium_based_browser)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 webdriver.py:28(ChromiumDriver)
       17    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        2    0.000    0.000    0.004    0.002 {built-in method strptime}
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        2    0.000    0.000    0.000    0.000 options.py:420(__init__)
        5    0.000    0.000    0.000    0.000 subprocess.py:1245(poll)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:374(_compile_template)
        1    0.000    0.000    0.000    0.000 errorhandler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        4    0.000    0.000    0.000    0.000 locale.py:582(getlocale)
        5    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 tarfile.py:1667(TarFile)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        1    0.000    0.000    0.000    0.000 virtual_authenticator.py:78(Credential)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       21    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.318    0.318 _htmlparser.py:449(feed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
